ComplaintId,CaseDisposition,WebsiteDocumentFileName,ClosedDate,totalPosted,totalClosedCase,LastPublishDate
201608675,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608675_RedactedClosingReport.pdf,05/03/2017,2642,14475,02/01/2024
201608679,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608679_RedactedClosingReport.pdf,02/22/2017,2642,14475,02/01/2024
201608697,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608697_RedactedClosingReport.pdf,05/03/2017,2642,14475,02/01/2024
201608744,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608744_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201608854,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608854_RedactedClosingReport.pdf,01/09/2017,2642,14475,02/01/2024
201608859,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608859_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201608992,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201608992_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201609123,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609123_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201609147,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609147_RedactedClosingReport.pdf,05/19/2017,2642,14475,02/01/2024
201609182,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609182_RedactedClosingReport.pdf,02/17/2017,2642,14475,02/01/2024
201609337,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609337_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201609347,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609347_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201609358,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609358_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201609389,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609389_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201609390,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609390_RedactedClosingReport.pdf,02/22/2017,2642,14475,02/01/2024
201609432,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609432_RedactedClosingReport.pdf,07/12/2017,2642,14475,02/01/2024
201609591,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609591_RedactedClosingReport.pdf,05/03/2017,2642,14475,02/01/2024
201609730,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609730_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201609781,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609781_RedactedClosingReport.pdf,02/24/2017,2642,14475,02/01/2024
201609799,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609799_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201609887,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609887_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201609900,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201609900_RedactedClosingReport.pdf,02/24/2017,2642,14475,02/01/2024
201610022,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610022_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201610050,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610050_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201610067,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610067_RedactedClosingReport.pdf,04/18/2017,2642,14475,02/01/2024
201610146,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610146_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201610150,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610150_RedactedClosingReport.pdf,05/03/2017,2642,14475,02/01/2024
201610231,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610231_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201610287,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610287_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201610382,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610382_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201610409,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610409_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201610413,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610413_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201610447,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610447_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201610448,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610448_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201610465,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610465_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201610498,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610498_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201610558,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610558_RedactedClosingReport.pdf,05/19/2017,2642,14475,02/01/2024
201610580,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201610580_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201700064,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700064_RedactedClosingReport.pdf,04/05/2018,2642,14475,02/01/2024
201700134,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700134_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201700136,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700136_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201700180,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700180_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201700199,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700199_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201700235,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700235_RedactedClosingReport.pdf,11/03/2017,2642,14475,02/01/2024
201700248,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700248_RedactedClosingReport.pdf,07/12/2017,2642,14475,02/01/2024
201700329,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700329_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201700336,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700336_RedactedClosingReport.pdf,05/30/2018,2642,14475,02/01/2024
201700355,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700355_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201700382,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700382_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201700391,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700391_RedactedClosingReport.pdf,06/28/2017,2642,14475,02/01/2024
201700394,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700394_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201700406,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700406_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201700436,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700436_RedactedClosingReport.pdf,05/15/2017,2642,14475,02/01/2024
201700516,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700516_RedactedClosingReport.pdf,05/12/2021,2642,14475,02/01/2024
201700544,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700544_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201700550,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700550_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201700610,Exonerated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700610_RedactedClosingReport.pdf,03/29/2017,2642,14475,02/01/2024
201700612,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700612_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201700625,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700625_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201700650,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700650_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201700665,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700665_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201700666,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700666_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201700728,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700728_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201700783,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700783_RedactedClosingReport.pdf,11/26/2019,2642,14475,02/01/2024
201700800,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700800_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201700807,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700807_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201700815,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700815_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201700825,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700825_RedactedClosingReport.pdf,02/28/2018,2642,14475,02/01/2024
201700839,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700839_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201700869,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700869_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201700952,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201700952_RedactedClosingReport.pdf,06/08/2017,2642,14475,02/01/2024
201701024,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701024_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201701060,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701060_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201701182,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701182_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201701257,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701257_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201701267,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701267_RedactedClosingReport.pdf,06/27/2018,2642,14475,02/01/2024
201701370,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701370_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201701446,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701446_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201701497,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701497_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201701515,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701515_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201701614,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701614_RedactedClosingReport.pdf,10/17/2017,2642,14475,02/01/2024
201701615,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701615_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201701637,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701637_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201701649,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701649_RedactedClosingReport.pdf,07/12/2017,2642,14475,02/01/2024
201701656,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701656_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201701664,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701664_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201701699,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701699_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201701717,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701717_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201701719,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701719_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201701720,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701720_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201701731,Unfounded,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701731_RedactedClosingReport.pdf,04/16/2018,2642,14475,02/01/2024
201701838,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701838_RedactedClosingReport.pdf,03/08/2018,2642,14475,02/01/2024
201701883,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701883_RedactedClosingReport.pdf,07/12/2017,2642,14475,02/01/2024
201701897,Exonerated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701897_RedactedClosingReport.pdf,07/12/2017,2642,14475,02/01/2024
201701980,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701980_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201701998,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201701998_RedactedClosingReport.pdf,07/28/2017,2642,14475,02/01/2024
201702111,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702111_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201702223,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702223_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201702356,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702356_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201702363,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702363_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201702367,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702367_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201702415,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702415_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201702427,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702427_RedactedClosingReport.pdf,01/09/2018,2642,14475,02/01/2024
201702479,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702479_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201702505,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702505_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201702555,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702555_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201702667,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702667_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201702673,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702673_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201702740,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702740_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201702741,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702741_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201702755,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702755_RedactedClosingReport.pdf,01/25/2018,2642,14475,02/01/2024
201702803,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702803_RedactedClosingReport.pdf,01/16/2018,2642,14475,02/01/2024
201702813,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702813_RedactedClosingReport.pdf,08/31/2017,2642,14475,02/01/2024
201702861,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702861_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201702888,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702888_RedactedClosingReport.pdf,03/20/2018,2642,14475,02/01/2024
201702920,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201702920_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201703040,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703040_RedactedClosingReport.pdf,05/30/2018,2642,14475,02/01/2024
201703055,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703055_RedactedClosingReport.pdf,08/17/2017,2642,14475,02/01/2024
201703065,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703065_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201703122,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703122_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201703129,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703129_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201703130,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703130_RedactedClosingReport.pdf,11/28/2017,2642,14475,02/01/2024
201703145,Substantiated (Formalized Training),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703145_RedactedClosingReport.pdf,10/19/2017,2642,14475,02/01/2024
201703185,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703185_RedactedClosingReport.pdf,01/25/2018,2642,14475,02/01/2024
201703207,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703207_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201703214,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703214_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201703215,Exonerated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703215_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201703230,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703230_RedactedClosingReport.pdf,04/09/2018,2642,14475,02/01/2024
201703268,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703268_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201703278,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703278_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201703320,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703320_RedactedClosingReport.pdf,01/09/2019,2642,14475,02/01/2024
201703356,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703356_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201703477,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703477_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201703516,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703516_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201703556,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703556_RedactedClosingReport.pdf,09/19/2017,2642,14475,02/01/2024
201703664,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703664_RedactedClosingReport.pdf,11/15/2017,2642,14475,02/01/2024
201703697,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703697_RedactedClosingReport.pdf,04/04/2018,2642,14475,02/01/2024
201703705,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703705_RedactedClosingReport.pdf,04/04/2018,2642,14475,02/01/2024
201703719,Exonerated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703719_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201703752,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703752_RedactedClosingReport.pdf,10/17/2017,2642,14475,02/01/2024
201703824,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703824_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201703835,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703835_RedactedClosingReport.pdf,10/04/2017,2642,14475,02/01/2024
201703882,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703882_RedactedClosingReport.pdf,01/30/2018,2642,14475,02/01/2024
201703897,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703897_RedactedClosingReport.pdf,07/26/2018,2642,14475,02/01/2024
201703942,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201703942_RedactedClosingReport.pdf,03/08/2018,2642,14475,02/01/2024
201704011,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704011_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201704022,Substantiated (Command Discipline A),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704022_RedactedClosingReport.pdf,09/13/2017,2642,14475,02/01/2024
201704026,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704026_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201704047,Substantiated (Command Lvl Instructions),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704047_RedactedClosingReport.pdf,10/16/2017,2642,14475,02/01/2024
201704064,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704064_RedactedClosingReport.pdf,02/28/2018,2642,14475,02/01/2024
201704107,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704107_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201704156,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704156_RedactedClosingReport.pdf,08/22/2018,2642,14475,02/01/2024
201704266,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704266_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201704295,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704295_RedactedClosingReport.pdf,01/16/2018,2642,14475,02/01/2024
201704304,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704304_RedactedClosingReport.pdf,11/03/2017,2642,14475,02/01/2024
201704486,Substantiated (Charges),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704486_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201704488,Exonerated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704488_RedactedClosingReport.pdf,09/22/2017,2642,14475,02/01/2024
201704509,Substantiated (Command Discipline B),https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704509_RedactedClosingReport.pdf,11/22/2017,2642,14475,02/01/2024
201704548,Unsubstantiated,https://www1.nyc.gov/assets/ccrb/downloads/pdf/closing-reports/201704548_RedactedClosingReport.pdf,01/25/2018,2642,14475,02/01/2024
